,Date,label_finbert,label_distilbert,Open,High,Low,Close,Adj Close,Volume
4,2019-07-24,1,1,178.0,178.9600067138672,176.93800354003906,178.6699981689453,178.6699981689453,14933100.0
5,2019-07-25,2,2,178.49000549316406,179.14999389648438,175.36900329589844,177.2899932861328,177.2899932861328,14049000.0
6,2019-07-30,2,2,174.25,175.7100067138672,172.88999938964844,174.10000610351562,174.10000610351562,14300600.0
7,2019-08-05,2,0,155.02999877929688,157.22999572753906,151.85000610351562,153.6699981689453,153.6699981689453,28912600.0
8,2019-08-06,0,0,158.47999572753906,158.72999572753906,156.11000061035156,157.42999267578125,157.42999267578125,24996300.0
9,2019-08-11,2,2,158.47999572753906,158.72999572753906,156.11000061035156,157.42999267578125,157.42999267578125,24996300.0
10,2019-08-12,1,2,157.5,159.36000061035156,155.5399932861328,159.30999755859375,159.30999755859375,13566900.0
11,2019-08-13,2,2,160.63999938964844,167.36000061035156,159.57000732421875,164.02999877929688,164.02999877929688,22842900.0
12,2019-08-14,0,2,161.33999633789062,163.0,159.2100067138672,162.05999755859375,162.05999755859375,20803700.0
13,2019-08-15,2,2,170.11000061035156,171.0,164.36000061035156,166.97000122070312,166.97000122070312,36343500.0
14,2019-08-16,1,0,170.0,177.5500030517578,168.57000732421875,174.60000610351562,174.60000610351562,25952500.0
15,2019-08-17,1,2,170.0,177.5500030517578,168.57000732421875,174.60000610351562,174.60000610351562,25952500.0
16,2019-08-21,0,2,177.22000122070312,178.5,174.88999938964844,175.24000549316406,175.24000549316406,10615700.0
17,2019-08-23,1,1,169.69000244140625,171.49000549316406,163.83099365234375,164.5399932861328,164.5399932861328,20871500.0
18,2019-08-24,1,1,169.69000244140625,171.49000549316406,163.83099365234375,164.5399932861328,164.5399932861328,20871500.0
19,2019-08-28,1,2,164.63999938964844,168.0,164.1999969482422,167.47999572753906,167.47999572753906,9507400.0
20,2019-08-29,1,1,171.0,173.9600067138672,170.9499969482422,172.80999755859375,172.80999755859375,11565400.0
21,2019-08-30,2,2,174.35000610351562,175.25,172.66000366210938,175.02999877929688,175.02999877929688,10293400.0
22,2019-08-31,1,1,174.35000610351562,175.25,172.66000366210938,175.02999877929688,175.02999877929688,10293400.0
23,2019-09-04,1,2,176.25999450683594,176.5500030517578,173.99000549316406,174.3300018310547,174.3300018310547,7208900.0
24,2019-09-05,1,0,176.8800048828125,178.9499969482422,176.52000427246094,178.94000244140625,178.94000244140625,11154300.0
25,2019-09-06,1,0,179.00999450683594,179.22000122070312,176.2100067138672,176.69000244140625,176.69000244140625,8304000.0
26,2019-09-10,1,0,176.27999877929688,176.3000030517578,172.22000122070312,174.99000549316406,174.99000549316406,9835000.0
27,2019-09-13,1,1,179.74000549316406,180.17999267578125,178.61000061035156,179.1699981689453,179.1699981689453,9479700.0
28,2019-09-17,1,2,176.85000610351562,179.1199951171875,176.0500030517578,179.0,179.0,7481000.0
29,2019-09-18,1,1,179.14999389648438,180.1699981689453,177.5800018310547,180.0,180.0,9233300.0
30,2019-09-19,1,1,180.8999938964844,184.1300048828125,180.42999267578125,180.4600067138672,180.4600067138672,15119800.0
31,2019-09-20,1,0,182.30999755859372,183.82000732421875,178.83999633789062,182.50999450683597,182.50999450683597,24517800.0
32,2019-09-22,1,1,182.30999755859372,183.82000732421875,178.83999633789062,182.50999450683597,182.50999450683597,24517800.0
33,2019-09-23,2,2,181.25,181.3300018310547,176.8000030517578,176.97999572753906,176.97999572753906,14047400.0
34,2019-09-24,2,2,179.1699981689453,179.49000549316406,171.3000030517578,171.5500030517578,171.5500030517578,14324600.0
35,2019-09-27,1,1,176.0,176.5,163.14999389648438,165.97999572753906,165.97999572753906,33287500.0
36,2019-09-28,1,2,176.0,176.5,163.14999389648438,165.97999572753906,165.97999572753906,33287500.0
37,2019-09-29,1,2,176.0,176.5,163.14999389648438,165.97999572753906,165.97999572753906,33287500.0
38,2019-09-30,1,2,169.88699340820312,170.1999969482422,166.4499969482422,167.22999572753906,167.22999572753906,14866800.0
39,2019-10-02,1,1,162.82000732421875,166.8800048828125,161.89999389648438,165.77000427246094,165.77000427246094,11526500.0
40,2019-10-03,2,1,166.64999389648438,170.17999267578125,165.0,169.47999572753906,169.47999572753906,10305000.0
41,2019-10-04,2,0,169.60000610351562,170.6999969482422,167.55999755859375,170.33999633789062,170.33999633789062,8715200.0
42,2019-10-07,1,2,168.8300018310547,172.3000030517578,167.2100067138672,168.32000732421875,168.32000732421875,11993000.0
43,2019-10-08,1,1,164.3000030517578,165.22000122070312,161.67999267578125,161.92999267578125,161.92999267578125,15833100.0
44,2019-10-09,0,0,165.5,166.5800018310547,163.4199981689453,165.19000244140625,165.19000244140625,10943100.0
45,2019-10-10,2,2,165.9600067138672,168.57000732421875,164.08999633789062,166.07000732421875,166.07000732421875,11462400.0
46,2019-10-11,1,0,170.77000427246094,174.8800048828125,169.57000732421875,172.94000244140625,172.94000244140625,19247400.0
47,2019-10-15,2,2,172.91000366210938,176.75,172.69000244140625,175.2899932861328,175.2899932861328,13753000.0
48,2019-10-16,1,1,175.8000030517578,177.35000610351562,174.1199951171875,177.1199951171875,177.1199951171875,10858700.0
49,2019-10-18,2,2,176.0,176.22999572753906,169.0,169.1300048828125,169.1300048828125,14575700.0
50,2019-10-22,2,0,174.52999877929688,175.36000061035156,169.25999450683594,169.88999938964844,169.88999938964844,10867100.0
51,2019-10-23,1,2,170.4499969482422,171.0399932861328,168.1199951171875,169.9199981689453,169.9199981689453,8853700.0
52,2019-10-25,2,0,171.55999755859375,175.80999755859375,170.8800048828125,174.30999755859375,174.30999755859375,9891800.0
53,2019-10-30,2,0,175.4199981689453,177.8800048828125,173.93600463867188,177.52999877929688,177.52999877929688,10213200.0
54,2019-10-31,1,2,179.16000366210938,179.24000549316406,175.5,176.6699981689453,176.6699981689453,15119000.0
55,2019-11-01,2,2,179.00999450683594,182.1199951171875,176.05999755859375,176.4600067138672,176.4600067138672,28924100.0
56,2019-11-02,1,2,179.00999450683594,182.1199951171875,176.05999755859375,176.4600067138672,176.4600067138672,28924100.0
57,2019-11-03,1,1,179.00999450683594,182.1199951171875,176.05999755859375,176.4600067138672,176.4600067138672,28924100.0
58,2019-11-04,1,0,180.66000366210935,182.3999938964844,178.02000427246094,179.69000244140625,179.69000244140625,44541200.0
59,2019-11-05,0,1,181.4199981689453,183.1999969482422,180.30999755859372,182.0,182.0,23690200.0
60,2019-11-06,1,1,183.6100006103516,185.0,182.1999969482422,184.16000366210935,184.16000366210935,14834900.0
61,2019-11-08,1,0,187.9019927978516,188.27999877929688,185.1499938964844,187.16000366210935,187.16000366210935,19718100.0
62,2019-11-09,1,2,187.9019927978516,188.27999877929688,185.1499938964844,187.16000366210935,187.16000366210935,19718100.0
63,2019-11-11,2,2,184.82000732421875,187.1999969482422,181.3699951171875,186.7100067138672,186.7100067138672,20561500.0
64,2019-11-12,2,0,185.91000366210935,187.6499938964844,185.13999938964844,186.97000122070312,186.97000122070312,11797600.0
65,2019-11-13,1,2,185.47000122070312,185.6739959716797,181.0,182.47999572753903,182.47999572753903,14977700.0
66,2019-11-14,1,1,182.8699951171875,184.5,181.3209991455078,182.8000030517578,182.8000030517578,12712800.0
67,2019-11-15,1,2,184.0,185.6000061035156,183.7100067138672,185.4900054931641,185.4900054931641,11296400.0
68,2019-11-16,2,1,184.0,185.6000061035156,183.7100067138672,185.4900054931641,185.4900054931641,11296400.0
69,2019-11-17,1,2,184.0,185.6000061035156,183.7100067138672,185.4900054931641,185.4900054931641,11296400.0
70,2019-11-18,1,1,186.97999572753903,186.97999572753903,184.16000366210935,184.6100006103516,184.6100006103516,11822900.0
71,2019-11-19,0,0,186.30999755859372,186.7100067138672,183.8699951171875,185.25,185.25,13407200.0
72,2019-11-20,2,2,183.6699981689453,183.6999969482422,181.05999755859372,182.3500061035156,182.3500061035156,16684600.0
73,2019-11-22,0,0,185.8000030517578,186.77999877929688,183.93499755859372,186.77999877929688,186.77999877929688,10541000.0
74,2019-11-23,1,2,185.8000030517578,186.77999877929688,183.93499755859372,186.77999877929688,186.77999877929688,10541000.0
75,2019-11-24,1,2,185.8000030517578,186.77999877929688,183.93499755859372,186.77999877929688,186.77999877929688,10541000.0
76,2019-11-25,0,0,188.32000732421875,190.72000122070312,187.8800048828125,190.4499969482422,190.4499969482422,19157700.0
77,2019-11-26,2,0,190.38999938964844,195.0,189.0399932861328,194.6999969482422,194.6999969482422,51832300.0
78,2019-11-27,1,1,197.2400054931641,200.97999572753903,197.0,200.82000732421875,200.82000732421875,33040500.0
79,2019-11-29,2,1,199.80999755859372,200.42999267578125,198.3500061035156,200.0,200.0,18593100.0
80,2019-12-02,1,1,198.5800018310547,198.6699981689453,193.50999450683597,196.30999755859372,196.30999755859372,19357700.0
81,2019-12-03,1,1,190.97000122070312,195.0,189.8500061035156,194.8999938964844,194.8999938964844,18355300.0
82,2019-12-04,2,0,195.52999877929688,196.66000366210935,193.22999572753903,193.7400054931641,193.7400054931641,14849300.0
83,2019-12-06,1,0,201.1100006103516,202.0,199.50999450683597,201.88999938964844,201.88999938964844,14087300.0
84,2019-12-07,2,1,201.1100006103516,202.0,199.50999450683597,201.88999938964844,201.88999938964844,14087300.0
85,2019-12-09,2,2,200.32000732421875,203.42999267578125,198.5500030517578,198.7400054931641,198.7400054931641,14258100.0
86,2019-12-16,1,1,206.3300018310547,209.1499938964844,206.19000244140625,206.97000122070312,206.97000122070312,16734300.0
87,2019-12-20,2,2,211.3500061035156,213.97999572753903,210.4199981689453,212.25,212.25,26670000.0
88,2019-12-23,2,2,213.25,215.0500030517578,212.91000366210935,214.8300018310547,214.8300018310547,12535000.0
89,2019-12-24,2,2,215.00999450683597,215.42999267578125,213.3500061035156,214.25999450683597,214.25999450683597,5523000.0
90,2020-01-02,2,2,216.6000061035156,219.97999572753903,216.5399932861328,219.7700042724609,219.7700042724609,15873500.0
91,2020-01-03,1,0,216.3500061035156,218.2030029296875,216.00999450683597,217.0,217.0,8604500.0
92,2020-01-06,1,1,214.88999938964844,217.16000366210935,214.08999633789065,216.63999938964844,216.63999938964844,11885500.0
93,2020-01-11,2,2,214.88999938964844,217.16000366210935,214.08999633789065,216.63999938964844,216.63999938964844,11885500.0
94,2020-01-12,2,2,214.88999938964844,217.16000366210935,214.08999633789065,216.63999938964844,216.63999938964844,11885500.0
95,2020-01-14,1,2,230.0500030517578,230.1750030517578,224.8800048828125,226.4900054931641,226.4900054931641,17266900.0
96,2020-01-15,1,2,226.6499938964844,227.82000732421875,224.38999938964844,225.05999755859372,225.05999755859372,10743400.0
97,2020-01-17,0,0,225.8999938964844,228.0,225.3500061035156,227.42999267578125,227.42999267578125,12956200.0
98,2020-01-18,2,2,225.8999938964844,228.0,225.3500061035156,227.42999267578125,227.42999267578125,12956200.0
99,2020-01-21,1,0,222.4499969482422,222.6000061035156,220.72999572753903,222.25999450683597,222.25999450683597,15831100.0
