,label_finbert,Open,High,Low,Adj Close,Volume,label_finbert t-2,label_finbert t-3,label_finbert t-4,label_finbert t-5,Open t-2,Open t-3,Open t-4,Open t-5,High t-2,High t-3,High t-4,High t-5,Low t-2,Low t-3,Low t-4,Low t-5,Adj Close t-2,Adj Close t-3,Adj Close t-4,Adj Close t-5,Volume t-2,Volume t-3,Volume t-4,Volume t-5,Close t-1,Close t-2,Close t-3,Close t-4
554,2.0,90.06999969482422,91.68000030517578,88.02999877929688,89.0,36174500.0,2.0,1.0,1.0,1.0,100.0999984741211,101.0,101.0,101.0,100.47000122070312,101.08999633789062,101.08999633789062,101.08999633789062,92.12999725341795,99.25,99.25,99.25,94.16000366210938,100.01000213623048,100.01000213623048,100.01000213623048,40482900.0,18121600.0,18121600.0,18121600.0,89.0,94.16000366210938,100.01000213623048,100.01000213623048
555,0.0,88.45999908447266,89.33999633789062,87.2699966430664,87.79000091552734,24597200.0,2.0,2.0,1.0,1.0,90.06999969482422,100.0999984741211,101.0,101.0,91.68000030517578,100.47000122070312,101.08999633789062,101.08999633789062,88.02999877929688,92.12999725341795,99.25,99.25,89.0,94.16000366210938,100.01000213623048,100.01000213623048,36174500.0,40482900.0,18121600.0,18121600.0,87.79000091552734,89.0,94.16000366210938,100.01000213623048
556,2.0,92.91999816894533,92.91999816894533,89.7300033569336,89.94999694824219,35434900.0,0.0,2.0,2.0,1.0,88.45999908447266,90.06999969482422,100.0999984741211,101.0,89.33999633789062,91.68000030517578,100.47000122070312,101.08999633789062,87.2699966430664,88.02999877929688,92.12999725341795,99.25,87.79000091552734,89.0,94.16000366210938,100.01000213623048,24597200.0,36174500.0,40482900.0,18121600.0,89.94999694824219,87.79000091552734,89.0,94.16000366210938
557,1.0,90.11000061035156,90.45999908447266,88.4000015258789,89.69999694824219,25834300.0,2.0,0.0,2.0,2.0,92.91999816894533,88.45999908447266,90.06999969482422,100.0999984741211,92.91999816894533,89.33999633789062,91.68000030517578,100.47000122070312,89.7300033569336,87.2699966430664,88.02999877929688,92.12999725341795,89.94999694824219,87.79000091552734,89.0,94.16000366210938,35434900.0,24597200.0,36174500.0,40482900.0,89.69999694824219,89.94999694824219,87.79000091552734,89.0
558,2.0,89.58499908447266,91.3000030517578,88.02999877929688,89.62000274658203,16983900.0,1.0,2.0,0.0,2.0,90.11000061035156,92.91999816894533,88.45999908447266,90.06999969482422,90.45999908447266,92.91999816894533,89.33999633789062,91.68000030517578,88.4000015258789,89.7300033569336,87.2699966430664,88.02999877929688,89.69999694824219,89.94999694824219,87.79000091552734,89.0,25834300.0,35434900.0,24597200.0,36174500.0,89.62000274658203,89.69999694824219,89.94999694824219,87.79000091552734
559,2.0,87.38999938964844,87.7699966430664,86.44999694824219,86.94999694824219,14721500.0,2.0,1.0,2.0,0.0,89.58499908447266,90.11000061035156,92.91999816894533,88.45999908447266,91.3000030517578,90.45999908447266,92.91999816894533,89.33999633789062,88.02999877929688,88.4000015258789,89.7300033569336,87.2699966430664,89.62000274658203,89.69999694824219,89.94999694824219,87.79000091552734,16983900.0,25834300.0,35434900.0,24597200.0,86.94999694824219,89.62000274658203,89.69999694824219,89.94999694824219
560,2.0,87.68000030517578,88.37999725341797,85.26000213623047,86.5199966430664,26861400.0,2.0,2.0,1.0,2.0,87.38999938964844,89.58499908447266,90.11000061035156,92.91999816894533,87.7699966430664,91.3000030517578,90.45999908447266,92.91999816894533,86.44999694824219,88.02999877929688,88.4000015258789,89.7300033569336,86.94999694824219,89.62000274658203,89.69999694824219,89.94999694824219,14721500.0,16983900.0,25834300.0,35434900.0,86.5199966430664,86.94999694824219,89.62000274658203,89.69999694824219
561,1.0,87.12999725341797,88.22000122070312,85.5,86.12000274658203,18258300.0,2.0,2.0,2.0,1.0,87.68000030517578,87.38999938964844,89.58499908447266,90.11000061035156,88.37999725341797,87.7699966430664,91.3000030517578,90.45999908447266,85.26000213623047,86.44999694824219,88.02999877929688,88.4000015258789,86.5199966430664,86.94999694824219,89.62000274658203,89.69999694824219,26861400.0,14721500.0,16983900.0,25834300.0,86.12000274658203,86.5199966430664,86.94999694824219,89.62000274658203
562,1.0,95.3499984741211,99.51000213623048,92.05999755859376,98.4000015258789,118875200.0,1.0,2.0,2.0,2.0,87.12999725341797,87.68000030517578,87.38999938964844,89.58499908447266,88.22000122070312,88.37999725341797,87.7699966430664,91.3000030517578,85.5,85.26000213623047,86.44999694824219,88.02999877929688,86.12000274658203,86.5199966430664,86.94999694824219,89.62000274658203,18258300.0,26861400.0,14721500.0,16983900.0,98.4000015258789,86.12000274658203,86.5199966430664,86.94999694824219
563,2.0,97.58999633789062,101.33000183105467,96.27999877929688,99.91999816894533,53695000.0,1.0,1.0,2.0,2.0,95.3499984741211,87.12999725341797,87.68000030517578,87.38999938964844,99.51000213623048,88.22000122070312,88.37999725341797,87.7699966430664,92.05999755859376,85.5,85.26000213623047,86.44999694824219,98.4000015258789,86.12000274658203,86.5199966430664,86.94999694824219,118875200.0,18258300.0,26861400.0,14721500.0,99.91999816894533,98.4000015258789,86.12000274658203,86.5199966430664
